web-scraper-order	web-scraper-start-url	url	url-href	title	date	time	venue	price	tags							
1554596864-794	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=25	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT THE HIVE BUCKHEAD ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	https://www.eventbrite.com/e/atlanta-fav-brunch-party-every-sunday-bottomless-mimosas-available-at-the-hive-buckhead-tickets-39274367691?aff=ebdssbdestsearch	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	"Sun, Apr 7, 2019, 11:00 AM –"	"Mon, Apr 8, 2019, 12:30 AM EDT"	1845 Peachtree Road Northwest	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Music""}]"							
1554596990-868	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=10	8th Annual Gala: #ANightofFashion8th Annual Gala: #ANightofFashion	https://www.eventbrite.com/e/8th-annual-gala-anightoffashion-tickets-42660392382?aff=ebdssbdestsearch	8th Annual Gala: #ANightofFashion	"Sun, April 28, 2019"	6:00 PM – 9:00 PM EDT	Building 100	"$0 – $10,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Fashion""}]"							
1554596990-866	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=10	8th Annual Gala: #ANightofFashion8th Annual Gala: #ANightofFashion	https://www.eventbrite.com/e/8th-annual-gala-anightoffashion-tickets-42660392382?aff=ebdssbdestsearch	8th Annual Gala: #ANightofFashion	"Sun, April 28, 2019"	6:00 PM – 9:00 PM EDT	The Gathering Spot	"$0 – $10,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Fashion""}]"							
1554596692-693	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=43	The Power Of CreditThe Power Of Credit	https://www.eventbrite.com/e/the-power-of-credit-tickets-59289991962?aff=ebdssbdestsearch	The Power Of Credit	"Sat, April 13, 2019"	2:00 PM – 4:00 PM EDT	"Ellenwood, Ga 30294"	Free	"[{""tags"":""Things to do in Ellenwood, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596678-678	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	Keune Advanced Academy	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554596699-699	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=42	Supporting Your Student Through The College ProcessSupporting Your Student Through The College Process	https://www.eventbrite.com/e/supporting-your-student-through-the-college-process-tickets-58617223694?aff=ebdssbdestsearch	Supporting Your Student Through The College Process	"Sat, May 4, 2019"	7:00 PM – 8:30 PM EDT	United States	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Family & Education""}]"							
1554596880-804	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=23	Friday Comedy @ Oak LoungeFriday Comedy @ Oak Lounge	https://www.eventbrite.com/e/friday-comedy-oak-lounge-tickets-54452388560?aff=ebdssbdestsearch	Friday Comedy @ Oak Lounge	"Fri, Apr 5, 2019, 10:00 PM –"	"Sat, Apr 6, 2019, 12:00 AM EDT"	30 Ivan Allen Jr Blvd	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Attraction""},{""tags"":""Music""}]"							
1554597049-896	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=3	Radical Women's 2020 Conference (Worth Conference)Radical Women's 2020 Conference (Worth Conference)	https://www.eventbrite.com/e/radical-womens-2020-conference-worth-conference-tickets-58874371831?aff=ebdssbdestsearch	Radical Women's 2020 Conference (Worth Conference)	"Thu, Mar 19, 2020, 10:00 AM –"	"Sat, Mar 21, 2020, 4:00 PM EDT"	"View Map
									View Map"	$20 – $200	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596880-806	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=23	Friday Comedy @ Oak LoungeFriday Comedy @ Oak Lounge	https://www.eventbrite.com/e/friday-comedy-oak-lounge-tickets-54452388560?aff=ebdssbdestsearch	Friday Comedy @ Oak Lounge	"Fri, Apr 5, 2019, 10:00 PM –"	"Sat, Apr 6, 2019, 12:00 AM EDT"	"Atlanta, GA 30308"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Attraction""},{""tags"":""Music""}]"							
1554596659-668	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	"Atlanta, GA 30308"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596980-860	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	Decatur Recreation Center	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
1554596659-665	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	Oak Comedy Lounge	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554597032-887	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=5	The 2019 Prowl & Growl - ATLANTAThe 2019 Prowl & Growl - ATLANTA	https://www.eventbrite.com/e/the-2019-prowl-growl-atlanta-tickets-57409493340?aff=ebdssbdestsearch	The 2019 Prowl & Growl - ATLANTA	"Tue, April 9, 2019"	5:30 PM – 8:30 PM EDT	"Atlanta, GA 30329"	$0 – $50	"[{""tags"":""Things to do in Atlanta, GA""}]"							
1554597058-900	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=2	3rd Annual Taco & Tequila Crawl: ATL3rd Annual Taco & Tequila Crawl: ATL	https://www.eventbrite.com/e/3rd-annual-taco-tequila-crawl-atl-tickets-54247720392?aff=ebdssbdestsearch	3rd Annual Taco & Tequila Crawl: ATL	"Sat, June 22, 2019"	12:00 PM – 6:00 PM EDT	"Atlanta, GA 30309"	$20 – $40	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"							
1554596803-754	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=32	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od OdellWord is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	https://www.eventbrite.com/e/word-is-born-spoken-word-poetry-open-mic-2nd-sundays-hosted-by-od-odell-tickets-54379723216?aff=ebdssbdestsearch	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	"Sun, April 14, 2019"	7:00 PM – 10:00 PM EDT	64 3rd Street Northwest	$10 – $25	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Arts""}]"							
1554596699-696	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=42	Supporting Your Student Through The College ProcessSupporting Your Student Through The College Process	https://www.eventbrite.com/e/supporting-your-student-through-the-college-process-tickets-58617223694?aff=ebdssbdestsearch	Supporting Your Student Through The College Process	"Sat, May 4, 2019"	7:00 PM – 8:30 PM EDT	Holy Innocents Episcopal School	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Family & Education""}]"							
1554596734-722	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=38	Plant WorkshopsPlant Workshops	https://www.eventbrite.com/e/plant-workshops-tickets-54777220140?aff=ebdssbdestsearch	Plant Workshops	"Sat, April 27, 2019"	11:00 AM – 1:30 PM EDT	"Atlanta, GA 30308"	$75 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Home & Lifestyle""}]"							
1554596724-714	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=39	CMTA: Veteran Suicide & PTSD TrainingCMTA: Veteran Suicide & PTSD Training	https://www.eventbrite.com/e/cmta-veteran-suicide-ptsd-training-tickets-59420790183?aff=ebdssbdestsearch	CMTA: Veteran Suicide & PTSD Training	"Thu, April 18, 2019"	9:00 AM – 12:00 PM EDT	732 Joseph E. Lowery Boulevard Northwest	Donation	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""}]"							
1554596949-839	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=15	"Genesis: The Past, Present and FutureGenesis: The Past, Present and Future"	https://www.eventbrite.com/e/genesis-the-past-present-and-future-tickets-55659183115?aff=ebdssbdestsearch	"Genesis: The Past, Present and Future"	"Sun, April 28, 2019"	5:30 PM – 8:30 PM EDT	The Georgia Freight Depot	$10 – $500	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Fashion""}]"							
1554596980-862	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	"Decatur, GA 30030"	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
1554596840-779	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	United States	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596997-872	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=9	Cobb County Prayer Breakfast 2019Cobb County Prayer Breakfast 2019	https://www.eventbrite.com/e/cobb-county-prayer-breakfast-2019-tickets-54754894363?aff=ebdssbdestsearch	Cobb County Prayer Breakfast 2019	"Thu, May 2, 2019"	6:30 AM – 9:00 AM EDT	Cobb Galleria Centre	"$25 – $1,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Other""},{""tags"":""Spirituality""}]"							
1554596949-842	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=15	"Genesis: The Past, Present and FutureGenesis: The Past, Present and Future"	https://www.eventbrite.com/e/genesis-the-past-present-and-future-tickets-55659183115?aff=ebdssbdestsearch	"Genesis: The Past, Present and Future"	"Sun, April 28, 2019"	5:30 PM – 8:30 PM EDT	United States	$10 – $500	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Fashion""}]"							
1554596707-701	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	Vinoteca	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
1554596923-825	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	"View Map
									View Map"	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596949-841	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=15	"Genesis: The Past, Present and FutureGenesis: The Past, Present and Future"	https://www.eventbrite.com/e/genesis-the-past-present-and-future-tickets-55659183115?aff=ebdssbdestsearch	"Genesis: The Past, Present and Future"	"Sun, April 28, 2019"	5:30 PM – 8:30 PM EDT	"Atlanta, GA 30303"	$10 – $500	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Fashion""}]"							
1554596649-661	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=48	Future of UX Innovation Series presented by Nebo Future of UX Innovation Series presented by Nebo	https://www.eventbrite.com/e/future-of-ux-innovation-series-presented-by-nebo-tickets-59123739697?aff=ebdssbdestsearch	Future of UX Innovation Series presented by Nebo	"Wed, April 24, 2019"	6:00 PM – 8:30 PM EDT	"Atlanta, GA 30318"	$40 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596707-703	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	Suite T	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
1554596847-786	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	"View Map
									View Map"	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
1554596871-801	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=24	The 4th Annual Steeple AwardsThe 4th Annual Steeple Awards	https://www.eventbrite.com/e/the-4th-annual-steeple-awards-tickets-56342846972?aff=ebdssbdestsearch	The 4th Annual Steeple Awards	"Sat, April 27, 2019"	4:00 PM – 7:00 PM EDT	United States	$25 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Music""}]"							
1554596707-704	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	"Atlanta, GA 30307"	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
1554596649-658	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=48	Future of UX Innovation Series presented by Nebo Future of UX Innovation Series presented by Nebo	https://www.eventbrite.com/e/future-of-ux-innovation-series-presented-by-nebo-tickets-59123739697?aff=ebdssbdestsearch	Future of UX Innovation Series presented by Nebo	"Wed, April 24, 2019"	6:00 PM – 8:30 PM EDT	Nebo	$40 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596668-675	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=46	A LAVISH FALL ADULT PROM A LAVISH FALL ADULT PROM	https://www.eventbrite.com/e/a-lavish-fall-adult-prom-tickets-56523734010?aff=ebdssbdestsearch	A LAVISH FALL ADULT PROM	"Sat, Sep 21, 2019, 7:00 PM –"	"Sun, Sep 22, 2019, 12:00 AM EDT"	United States	$82.50 – $85	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""}]"							
1554596980-861	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	231 Sycamore Street	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
