web-scraper-order,web-scraper-start-url,url,url-href,title,date,time,venue,price,tags
"1554981214-26","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","Children's Burn Foundation x Barry's Bootcamp, Hustle For That Muscle!Children's Burn Foundation x Barry's Bootcamp, Hustle For That Muscle!","https://www.eventbrite.com/e/childrens-burn-foundation-x-barrys-bootcamp-hustle-for-that-muscle-tickets-55723026071?aff=ebdssbdestsearch","Children's Burn Foundation x Barry's Bootcamp, Hustle For That Muscle!","Sun, April 14, 2019","2:00 PM – 4:00 PM PDT","null","$10 – $500","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Class""},{""tags"":""Sports & Fitness""}]"
"1554987696-139","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Let's Connect! Entertainment Industry MixerLet's Connect! Entertainment Industry Mixer","https://www.eventbrite.com/e/lets-connect-entertainment-industry-mixer-tickets-47093154894?aff=ebdssbdestsearch","Let's Connect! Entertainment Industry Mixer","Fri, April 19, 2019","5:00 PM – 8:00 PM PDT","The Parlor","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Networking""},{""tags"":""Film & Media""}]"
"1554983166-84","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=45","THE COLOR COLLECTIVE THE COLOR COLLECTIVE","https://www.eventbrite.com/e/the-color-collective-tickets-59490666184?aff=ebdssbdestsearch","THE COLOR COLLECTIVE","Thu, April 11, 2019","8:00 PM – 9:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Arts""}]"
"1554987154-120","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","HHM Fan Jam Cole Edition LAHHM Fan Jam Cole Edition LA","https://www.eventbrite.com/e/hhm-fan-jam-cole-edition-la-tickets-56733362013?aff=ebdssbdestsearch","HHM Fan Jam Cole Edition LA","Fri, April 12, 2019","8:00 PM – 10:00 PM PDT","No Refunds","$20 – $25","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Networking""},{""tags"":""Music""}]"
"1554989418-188","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=39","Live Band Burlesque with The Dollface Dames Live Band Burlesque with The Dollface Dames","https://www.eventbrite.com/e/live-band-burlesque-with-the-dollface-dames-tickets-59733410238?aff=ebdssbdestsearch","""In Her Words: Spotlight on Women Writers in Film & TV”: Kristen Wiig & Ann...","Tue, April 30, 2019","7:30 PM – 10:00 PM PDT","No Refunds","$20","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Screening""},{""tags"":""Film & Media""}]"
"1554986930-110","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=44","Go For Broke Movie Red Carpet LA Premiere @ American Legion HollywoodGo For Broke Movie Red Carpet LA Premiere @ American Legion Hollywood","https://www.eventbrite.com/e/go-for-broke-movie-red-carpet-la-premiere-american-legion-hollywood-tickets-59066849537?aff=ebdssbdestsearch","Go For Broke Movie Red Carpet LA Premiere @ American Legion Hollywood","Tue, April 30, 2019","7:00 PM – 10:00 PM PDT","null","$50 – $100","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Film & Media""}]"
"1554982406-60","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","2019 California School-Based Health Conference: Advancing Wellness & Best Practices for the Future2019 California School-Based Health Conference: Advancing Wellness & Best P...","https://www.eventbrite.com/e/2019-california-school-based-health-conference-advancing-wellness-best-practices-for-the-future-registration-51032865675?aff=ebdssbdestsearch","2019 California School-Based Health Conference: Advancing Wellness & Best P...","Thu, May 9, 2019, 9:00 AM –","Fri, May 10, 2019, 5:00 PM PDT","No Refunds","$205 – $310","[{""tags"":""Things to do in Redondo Beach, CA""},{""tags"":""Conference""},{""tags"":""Health""}]"
"1554982669-68","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Final Pre-Opening Yoga Class, Soundbath + Dinner with Shanti Hot YogaFinal Pre-Opening Yoga Class, Soundbath + Dinner with Shanti Hot Yoga","https://www.eventbrite.com/e/final-pre-opening-yoga-class-soundbath-dinner-with-shanti-hot-yoga-tickets-59841281885?aff=ebdssbdestsearch","Final Pre-Opening Yoga Class, Soundbath + Dinner with Shanti Hot Yoga","Sat, April 20, 2019","6:15 PM – 10:00 PM PDT","null","Free","[{""tags"":""Things to do in Culver City, CA""},{""tags"":""Class""},{""tags"":""Health""}]"
"1554983004-78","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Wishing on a StarWishing on a Star","https://www.eventbrite.com/e/wishing-on-a-star-tickets-58237623299?aff=ebdssbdestsearch","Wishing on a Star","Sat, Apr 20, 2019, 1:00 PM –","Tue, Apr 30, 2019, 4:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Class""},{""tags"":""Arts""}]"
"1554987788-142","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Atlas Obscura Society Los Angeles: Lock Picking and Spirit TastingAtlas Obscura Society Los Angeles: Lock Picking and Spirit Tasting","https://www.eventbrite.com/e/atlas-obscura-society-los-angeles-lock-picking-and-spirit-tasting-tickets-58963127301?aff=ebdssbdestsearch","Atlas Obscura Society Los Angeles: Lock Picking and Spirit Tasting","Sat, May 4, 2019","10:00 AM – 12:00 PM PDT","No Refunds","$65","[{""tags"":""Things to do in Los Angeles""},{""tags"":""Tour""},{""tags"":""Hobbies""}]"
"1554981537-36","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","Spring Social Happy HourSpring Social Happy Hour","https://www.eventbrite.com/e/spring-social-happy-hour-tickets-59642916569?aff=ebdssbdestsearch","Spring Social Happy Hour","Wed, April 24, 2019","6:30 PM – 8:30 PM PDT","null","Free","[{""tags"":""Things to do in West Hollywood, CA""},{""tags"":""Networking""},{""tags"":""Business""}]"
"1554987916-146","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Drive to AfricaDrive to Africa","https://www.eventbrite.com/e/drive-to-africa-tickets-58680911185?aff=ebdssbdestsearch","Drive to Africa","Thu, May 9, 2019","7:00 PM – 9:30 PM PDT","Refunds up to 7 days before event","$250 – $500","[{""tags"":""Things to do in Beverly Hills, CA""},{""tags"":""Party""},{""tags"":""Charity & Causes""}]"
"1554988427-163","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Everyting Spicy |April 12th, 2019 | Los Angeles , CA |Everyting Spicy |April 12th, 2019 | Los Angeles , CA |","https://www.eventbrite.com/e/everyting-spicy-april-12th-2019-los-angeles-ca-tickets-59842500530?aff=ebdssbdestsearch","Everyting Spicy |April 12th, 2019 | Los Angeles , CA |","Fri, Apr 12, 2019, 10:00 PM –","Sat, Apr 13, 2019, 2:00 AM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Party""},{""tags"":""Music""}]"
"1554983262-88","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=45","Community Voices Advocacy Workshop:  Knowledge is Power 2019 / Taller de Abogacía de Voces de la Comunidad: ¡El conocimiento es poder 2019!Community Voices Advocacy Workshop:  Knowledge is Power 2019 / Taller de Ab...","https://www.eventbrite.com/e/community-voices-advocacy-workshop-knowledge-is-power-2019-taller-de-abogacia-de-voces-de-la-registration-58760942561?aff=ebdssbdestsearch","Community Voices Advocacy Workshop:  Knowledge is Power 2019 / Taller de Ab...","Sat, April 20, 2019","9:30 AM – 12:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles""},{""tags"":""Class""},{""tags"":""Family & Education""}]"
"1554982030-50","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","The Mother's Day Celebration - A Buffet and Live Performance ExperienceThe Mother's Day Celebration - A Buffet and Live Performance Experience","https://www.eventbrite.com/e/the-mothers-day-celebration-a-buffet-and-live-performance-experience-tickets-59242518969?aff=ebdssbdestsearch","The Mother's Day Celebration - A Buffet and Live Performance Experience","Sun, May 12, 2019","12:00 PM – 3:00 PM PDT","No Refunds","$35 – $52","[{""tags"":""Things to do in Inglewood, CA""},{""tags"":""Gala""},{""tags"":""Music""}]"
"1554981357-31","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","GIG ECONOMY: GIG 2 CAREER / May 17GIG ECONOMY: GIG 2 CAREER / May 17","https://www.eventbrite.com/e/gig-economy-gig-2-career-may-17-tickets-59463799826?aff=ebdssbdestsearch","GIG ECONOMY: GIG 2 CAREER / May 17","Fri, May 17, 2019","8:00 AM – 3:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Conference""},{""tags"":""Business""}]"
"1554983755-102","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=44","Atlas Obscura Society Los Angeles: Cat Skeleton Articulation WorkshopAtlas Obscura Society Los Angeles: Cat Skeleton Articulation Workshop","https://www.eventbrite.com/e/atlas-obscura-society-los-angeles-cat-skeleton-articulation-workshop-tickets-57038497682?aff=ebdssbdestsearch","Atlas Obscura Society Los Angeles: Cat Skeleton Articulation Workshop","Thu, May 16, 2019","2:15 PM – 5:15 PM PDT","No Refunds","$325","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Tour""},{""tags"":""Hobbies""}]"
"1554981761-42","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Eat|See|Hear Outdoor Movie: Ferris Bueller's Day OffEat|See|Hear Outdoor Movie: Ferris Bueller's Day Off","https://www.eventbrite.com/e/eatseehear-outdoor-movie-ferris-buellers-day-off-tickets-57557841052?aff=ebdssbdestsearch","Eat|See|Hear Outdoor Movie: Ferris Bueller's Day Off","Sat, May 4, 2019","5:30 PM – 11:30 PM PDT","null","$8 – $21","[{""tags"":""Things to do in North Hollywood, CA""},{""tags"":""Screening""},{""tags"":""Film & Media""}]"
"1554988078-152","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Leimert Park Garden Tour 2019Leimert Park Garden Tour 2019","https://www.eventbrite.com/e/leimert-park-garden-tour-2019-tickets-54442401689?aff=ebdssbdestsearch","Leimert Park Garden Tour 2019","Sat, May 18, 2019","10:00 AM – 6:30 PM PDT","No Refunds","$15","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Tour""},{""tags"":""Community""}]"
"1554982603-66","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Beating The Odds! Women’s Empowerment Luncheon !Beating The Odds! Women’s Empowerment Luncheon !","https://www.eventbrite.com/e/beating-the-odds-womens-empowerment-luncheon-tickets-57476934057?aff=ebdssbdestsearch","Beating The Odds! Women’s Empowerment Luncheon !","Sat, April 13, 2019","2:00 PM – 6:00 PM PDT","No Refunds","$15 – $25","[{""tags"":""Things to do in Lynwood, CA""},{""tags"":""Networking""},{""tags"":""Business""}]"
